order_id,user_id,shop_id,order_status,subtotal,discount_amount,total_amount,order_date
53,30,7,CREATED,0,0,0,1/29/2025
54,30,1,COMPLETED,0,0,0,2/17/2025
55,19,4,SHIPPING,0,0,0,6/26/2025
56,32,7,PACKING,0,0,0,6/25/2025
57,50,5,CREATED,0,0,0,6/30/2025
58,35,10,SHIPPING,0,0,0,4/21/2025
59,20,4,COMPLETED,0,0,0,10/12/2024
60,30,6,PAID,0,0,0,3/31/2024
61,46,6,CREATED,0,0,0,7/3/2024
62,44,5,PACKING,0,0,0,5/5/2025
63,23,3,CREATED,0,0,0,7/30/2025
64,16,8,CREATED,0,0,0,2/7/2025
65,8,2,PACKING,0,0,0,5/16/2024
66,49,9,COMPLETED,0,0,0,8/1/2024
67,29,6,CREATED,0,0,0,6/22/2025
68,20,6,COMPLETED,0,0,0,1/27/2024
69,28,8,PAID,0,0,0,6/13/2025
70,44,9,PAID,0,0,0,2/22/2024
71,20,9,PACKING,0,0,0,11/20/2024
72,16,8,COMPLETED,0,0,0,5/28/2024
73,7,4,SHIPPING,0,0,0,8/12/2024
74,25,10,PACKING,0,0,0,11/22/2024
75,23,1,PACKING,0,0,0,2/10/2025
76,12,10,COMPLETED,0,0,0,2/11/2024
77,38,5,SHIPPING,0,0,0,2/22/2025
78,2,9,COMPLETED,0,0,0,5/1/2025
79,30,4,COMPLETED,0,0,0,5/29/2025
80,16,9,CREATED,0,0,0,3/7/2024
81,35,3,COMPLETED,0,0,0,2/5/2024
82,23,9,PACKING,0,0,0,5/14/2024
83,46,9,SHIPPING,0,0,0,7/22/2025
84,43,6,CREATED,0,0,0,2/24/2025
85,23,8,COMPLETED,0,0,0,7/13/2025
86,46,2,PACKING,0,0,0,2/2/2025
87,40,3,PAID,0,0,0,7/11/2025
88,19,7,SHIPPING,0,0,0,10/5/2024
89,41,9,SHIPPING,0,0,0,2/15/2024
90,45,5,CREATED,0,0,0,8/10/2024
91,17,1,SHIPPING,0,0,0,7/17/2024
92,18,3,SHIPPING,0,0,0,11/7/2024
93,44,9,COMPLETED,0,0,0,1/24/2025
94,25,6,CREATED,0,0,0,11/2/2024
95,39,5,COMPLETED,0,0,0,6/14/2025
96,1,8,PAID,0,0,0,1/24/2024
97,49,10,SHIPPING,0,0,0,8/6/2025
98,34,7,PACKING,0,0,0,9/30/2024
99,19,9,PACKING,0,0,0,7/14/2024
100,8,10,CREATED,0,0,0,7/2/2025
101,15,5,PAID,0,0,0,6/17/2025
102,37,9,PAID,0,0,0,6/30/2025
103,27,10,CREATED,0,0,0,6/15/2024
104,33,2,CREATED,0,0,0,8/23/2024
105,2,3,CREATED,0,0,0,3/31/2024
106,49,8,PAID,0,0,0,8/3/2024
107,25,4,PACKING,0,0,0,5/6/2025
108,23,9,SHIPPING,0,0,0,6/17/2024
109,35,7,PACKING,0,0,0,2/23/2024
110,31,2,PAID,0,0,0,2/16/2025
111,22,7,PACKING,0,0,0,10/16/2024
112,5,2,COMPLETED,0,0,0,1/16/2024
113,4,10,CREATED,0,0,0,6/3/2024
114,49,10,COMPLETED,0,0,0,4/11/2024
115,19,8,PACKING,0,0,0,2/10/2024
116,34,6,PACKING,0,0,0,3/16/2025
117,12,9,SHIPPING,0,0,0,5/1/2025
118,12,8,PAID,0,0,0,6/28/2024
119,13,2,CREATED,0,0,0,8/11/2024
120,5,8,COMPLETED,0,0,0,8/2/2025
121,46,6,COMPLETED,0,0,0,4/24/2025
122,1,10,PAID,0,0,0,4/20/2024
123,26,2,SHIPPING,0,0,0,2/18/2025
124,41,1,SHIPPING,0,0,0,8/17/2024
125,8,3,SHIPPING,0,0,0,3/5/2024
126,8,9,PACKING,0,0,0,5/10/2024
127,34,8,PAID,0,0,0,12/12/2024
128,8,8,PACKING,0,0,0,6/2/2025
129,35,7,SHIPPING,0,0,0,5/1/2025
130,5,5,PAID,0,0,0,5/20/2025
131,6,1,SHIPPING,0,0,0,6/8/2025
132,40,8,SHIPPING,0,0,0,1/11/2025
133,13,6,COMPLETED,0,0,0,3/19/2025
134,46,4,CREATED,0,0,0,8/19/2025
135,33,10,PACKING,0,0,0,9/11/2024
136,22,5,PACKING,0,0,0,3/29/2025
137,29,9,COMPLETED,0,0,0,9/23/2024
138,8,8,CREATED,0,0,0,2/17/2025
139,29,1,SHIPPING,0,0,0,12/30/2024
140,48,7,PACKING,0,0,0,1/30/2025
141,26,2,SHIPPING,0,0,0,8/2/2025
142,42,8,CREATED,0,0,0,8/22/2024
143,34,3,PAID,0,0,0,1/21/2025
144,2,5,COMPLETED,0,0,0,4/18/2024
145,14,1,PAID,0,0,0,7/4/2024
146,39,5,PAID,0,0,0,12/18/2024
147,22,4,PACKING,0,0,0,3/18/2024
148,28,6,COMPLETED,0,0,0,1/27/2024
149,39,4,COMPLETED,0,0,0,3/5/2025
150,21,2,PACKING,0,0,0,8/23/2025
151,34,2,PACKING,0,0,0,5/20/2025
152,2,8,PAID,0,0,0,3/3/2024
153,32,5,PACKING,0,0,0,4/16/2025
154,50,10,SHIPPING,0,0,0,4/22/2024
155,39,8,COMPLETED,0,0,0,8/27/2024
156,29,10,COMPLETED,0,0,0,4/10/2025
157,12,4,COMPLETED,0,0,0,12/25/2024
158,36,4,SHIPPING,0,0,0,6/8/2025
159,32,9,PACKING,0,0,0,4/3/2024
160,3,5,PACKING,0,0,0,12/9/2024
161,4,8,CREATED,0,0,0,2/7/2024
162,33,9,SHIPPING,0,0,0,10/10/2024
163,11,8,COMPLETED,0,0,0,6/20/2025
164,33,3,CREATED,0,0,0,12/9/2024
165,34,9,CREATED,0,0,0,5/12/2024
166,6,10,SHIPPING,0,0,0,8/8/2025
167,1,2,SHIPPING,0,0,0,6/20/2024
168,38,9,PACKING,0,0,0,3/16/2025
169,47,6,CREATED,0,0,0,11/15/2024
170,9,6,COMPLETED,0,0,0,3/29/2025
171,44,7,CREATED,0,0,0,9/6/2024
172,45,10,SHIPPING,0,0,0,5/16/2025
173,25,8,PAID,0,0,0,1/27/2025
174,17,2,COMPLETED,0,0,0,1/29/2024
175,33,4,COMPLETED,0,0,0,5/28/2025
176,33,1,PAID,0,0,0,9/17/2024
177,42,9,SHIPPING,0,0,0,5/3/2024
178,25,6,PACKING,0,0,0,10/20/2024
179,22,5,SHIPPING,0,0,0,9/22/2024
180,28,10,PACKING,0,0,0,1/26/2024
181,47,1,SHIPPING,0,0,0,8/2/2025
182,36,4,PACKING,0,0,0,3/27/2024
183,5,7,PACKING,0,0,0,11/28/2024
184,33,5,SHIPPING,0,0,0,6/10/2025
185,46,10,CREATED,0,0,0,7/4/2024
186,25,9,PACKING,0,0,0,8/12/2024
187,39,10,COMPLETED,0,0,0,10/27/2024
188,43,3,CREATED,0,0,0,3/23/2024
189,26,4,CREATED,0,0,0,6/23/2024
190,33,10,PACKING,0,0,0,4/11/2025
191,41,1,CREATED,0,0,0,1/15/2025
192,34,7,CREATED,0,0,0,2/12/2025
193,7,8,PACKING,0,0,0,4/8/2025
194,2,4,PAID,0,0,0,4/28/2025
195,32,10,PACKING,0,0,0,4/15/2024
196,8,4,PAID,0,0,0,7/30/2025
197,14,8,PACKING,0,0,0,5/15/2025
198,4,6,CREATED,0,0,0,7/30/2025
199,29,9,COMPLETED,0,0,0,3/26/2024
200,16,3,PACKING,0,0,0,2/4/2024
201,30,9,CREATED,0,0,0,3/1/2024
202,3,3,CREATED,0,0,0,1/20/2024
203,48,8,PACKING,0,0,0,10/12/2024
204,20,6,CREATED,0,0,0,2/7/2024
205,33,4,CREATED,0,0,0,10/2/2024
206,19,2,PAID,0,0,0,11/14/2024
207,41,3,COMPLETED,0,0,0,6/29/2024
208,35,7,CREATED,0,0,0,7/4/2025
209,31,10,COMPLETED,0,0,0,5/3/2025
210,33,2,PACKING,0,0,0,12/11/2024
211,50,3,PACKING,0,0,0,1/18/2024
212,47,4,CREATED,0,0,0,4/10/2025
213,20,1,PACKING,0,0,0,12/16/2024
214,42,7,PACKING,0,0,0,8/31/2024
215,21,3,PAID,0,0,0,8/19/2024
216,41,8,PACKING,0,0,0,12/20/2024
217,47,2,PACKING,0,0,0,2/29/2024
218,5,10,CREATED,0,0,0,1/24/2024
219,10,2,COMPLETED,0,0,0,3/27/2025
220,1,10,CREATED,0,0,0,6/8/2025
221,27,2,SHIPPING,0,0,0,7/21/2024
222,22,10,SHIPPING,0,0,0,2/7/2025
223,11,6,PAID,0,0,0,6/5/2024
224,22,1,SHIPPING,0,0,0,7/2/2024
225,34,6,PAID,0,0,0,8/25/2024
226,39,1,SHIPPING,0,0,0,3/24/2024
227,38,1,CREATED,0,0,0,2/8/2025
228,44,7,PAID,0,0,0,2/11/2024
229,40,8,CREATED,0,0,0,6/27/2024
230,34,6,SHIPPING,0,0,0,11/23/2024
231,32,6,CREATED,0,0,0,1/5/2024
232,42,8,CREATED,0,0,0,4/10/2025
233,8,1,PACKING,0,0,0,7/5/2025
234,6,8,CREATED,0,0,0,6/23/2025
235,7,2,SHIPPING,0,0,0,6/15/2024
236,24,3,COMPLETED,0,0,0,2/9/2024
237,23,5,PACKING,0,0,0,3/8/2025
238,43,1,COMPLETED,0,0,0,8/15/2024
239,40,9,SHIPPING,0,0,0,9/20/2024
240,32,9,COMPLETED,0,0,0,6/15/2025
241,38,4,COMPLETED,0,0,0,3/24/2025
242,39,9,PAID,0,0,0,7/12/2024
243,24,4,CREATED,0,0,0,2/11/2024
244,29,3,PACKING,0,0,0,1/21/2025
245,37,1,CREATED,0,0,0,2/24/2025
246,3,4,SHIPPING,0,0,0,2/12/2025
247,11,4,SHIPPING,0,0,0,6/7/2025
248,21,5,SHIPPING,0,0,0,3/12/2025
249,1,2,SHIPPING,0,0,0,10/5/2024
250,17,1,CREATED,0,0,0,3/29/2025
251,31,3,COMPLETED,0,0,0,12/11/2024
252,4,3,SHIPPING,0,0,0,8/1/2025
253,15,7,CREATED,0,0,0,1/25/2024
254,45,8,PACKING,0,0,0,3/21/2024
255,49,5,PAID,0,0,0,4/28/2025
256,6,2,PACKING,0,0,0,3/5/2025
257,50,1,COMPLETED,0,0,0,6/14/2024
258,11,2,PACKING,0,0,0,3/16/2025
259,44,3,PACKING,0,0,0,6/13/2024
260,47,9,COMPLETED,0,0,0,7/10/2025
261,28,8,PACKING,0,0,0,6/5/2025
262,34,5,CREATED,0,0,0,6/3/2025
263,9,4,CREATED,0,0,0,5/30/2025
264,5,6,PACKING,0,0,0,6/25/2024
265,40,4,CREATED,0,0,0,9/30/2024
266,33,6,PACKING,0,0,0,2/26/2025
267,48,4,CREATED,0,0,0,5/7/2025
268,34,9,PAID,0,0,0,10/19/2024
269,8,9,CREATED,0,0,0,12/21/2024
270,34,6,COMPLETED,0,0,0,4/12/2025
271,15,10,PAID,0,0,0,2/11/2025
272,14,9,COMPLETED,0,0,0,7/18/2025
273,44,5,SHIPPING,0,0,0,1/20/2025
274,22,2,SHIPPING,0,0,0,10/20/2024
275,37,5,COMPLETED,0,0,0,9/2/2024
276,13,6,COMPLETED,0,0,0,1/2/2025
277,27,4,COMPLETED,0,0,0,7/9/2025
278,19,8,PAID,0,0,0,7/11/2025
279,38,7,SHIPPING,0,0,0,6/27/2025
280,36,1,COMPLETED,0,0,0,8/18/2024
281,13,8,COMPLETED,0,0,0,9/28/2024
282,42,10,CREATED,0,0,0,1/21/2024
283,36,7,SHIPPING,0,0,0,3/15/2024
284,26,8,PACKING,0,0,0,9/26/2024
285,38,9,PACKING,0,0,0,2/3/2025
286,2,3,COMPLETED,0,0,0,6/13/2024
287,45,3,PACKING,0,0,0,9/27/2024
288,42,4,PAID,0,0,0,9/15/2024
289,44,6,SHIPPING,0,0,0,5/17/2025
290,1,3,COMPLETED,0,0,0,1/17/2024
291,16,4,PAID,0,0,0,6/12/2024
292,29,3,PACKING,0,0,0,5/10/2025
293,41,2,COMPLETED,0,0,0,4/23/2024
294,7,1,PACKING,0,0,0,8/12/2024
295,50,3,SHIPPING,0,0,0,6/4/2024
296,33,4,CREATED,0,0,0,4/25/2024
297,27,7,SHIPPING,0,0,0,1/28/2025
298,21,10,CREATED,0,0,0,2/28/2024
299,39,5,COMPLETED,0,0,0,6/25/2024
300,2,8,COMPLETED,0,0,0,3/10/2024
301,17,10,SHIPPING,0,0,0,4/7/2024
302,26,10,PACKING,0,0,0,4/24/2025
303,20,8,COMPLETED,0,0,0,7/16/2025
304,31,1,COMPLETED,0,0,0,4/24/2025
305,1,4,SHIPPING,0,0,0,1/26/2024
306,43,3,PACKING,0,0,0,2/29/2024
307,48,10,PAID,0,0,0,10/4/2024
308,22,7,CREATED,0,0,0,2/22/2024
309,34,4,SHIPPING,0,0,0,6/25/2025
310,2,6,CREATED,0,0,0,4/28/2025
311,26,3,PAID,0,0,0,7/31/2024
312,39,6,PAID,0,0,0,12/30/2024
313,13,7,PACKING,0,0,0,3/24/2025
314,49,8,COMPLETED,0,0,0,4/23/2024
315,19,10,PAID,0,0,0,12/12/2024
316,14,8,COMPLETED,0,0,0,11/22/2024
317,14,2,PACKING,0,0,0,1/26/2025
318,25,2,SHIPPING,0,0,0,2/2/2025
319,45,7,COMPLETED,0,0,0,10/24/2024
320,27,8,PACKING,0,0,0,3/25/2024
321,20,4,CREATED,0,0,0,8/22/2024
322,40,2,COMPLETED,0,0,0,3/27/2025
323,35,2,SHIPPING,0,0,0,7/28/2025
324,16,8,PACKING,0,0,0,12/23/2024
325,38,3,CREATED,0,0,0,3/13/2025
326,39,6,COMPLETED,0,0,0,3/17/2025
327,33,6,SHIPPING,0,0,0,3/22/2025
328,37,5,PACKING,0,0,0,9/29/2024
329,35,4,SHIPPING,0,0,0,7/10/2024
330,47,7,COMPLETED,0,0,0,6/3/2024
331,2,2,PAID,0,0,0,2/24/2024
332,33,2,CREATED,0,0,0,12/4/2024
333,31,6,COMPLETED,0,0,0,12/26/2024
334,38,9,SHIPPING,0,0,0,1/20/2025
335,8,7,CREATED,0,0,0,3/9/2024
336,49,2,PAID,0,0,0,11/21/2024
337,33,9,PAID,0,0,0,8/12/2025
338,44,8,COMPLETED,0,0,0,6/30/2024
339,42,1,SHIPPING,0,0,0,5/28/2024
340,6,8,CREATED,0,0,0,4/27/2024
341,2,8,CREATED,0,0,0,6/28/2025
342,34,4,COMPLETED,0,0,0,7/28/2024
343,31,9,PAID,0,0,0,5/3/2025
344,19,10,COMPLETED,0,0,0,8/26/2024
345,50,9,PAID,0,0,0,1/2/2025
346,18,6,SHIPPING,0,0,0,6/24/2025
347,19,2,SHIPPING,0,0,0,6/14/2024
348,32,8,CREATED,0,0,0,7/27/2024
349,8,4,PAID,0,0,0,11/2/2024
350,22,7,PAID,0,0,0,6/24/2024
351,19,10,PACKING,0,0,0,5/21/2024
352,47,5,CREATED,0,0,0,2/13/2025
353,45,9,CREATED,0,0,0,3/11/2025
354,28,8,SHIPPING,0,0,0,5/15/2025
355,10,2,PACKING,0,0,0,12/25/2024
356,5,1,PAID,0,0,0,2/4/2024
357,14,8,SHIPPING,0,0,0,6/28/2025
358,24,2,SHIPPING,0,0,0,3/18/2024
359,32,2,PACKING,0,0,0,1/25/2024
360,38,1,CREATED,0,0,0,1/11/2025
361,1,7,PACKING,0,0,0,9/11/2024
362,19,1,SHIPPING,0,0,0,6/8/2024
363,32,8,SHIPPING,0,0,0,8/6/2024
364,2,10,PAID,0,0,0,2/9/2025
365,21,8,CREATED,0,0,0,3/30/2025
366,15,1,SHIPPING,0,0,0,6/6/2025
367,42,6,PACKING,0,0,0,10/6/2024
368,5,3,CREATED,0,0,0,3/12/2025
369,26,9,SHIPPING,0,0,0,12/12/2024
370,20,3,PAID,0,0,0,5/8/2025
371,28,1,SHIPPING,0,0,0,12/14/2024
372,29,3,CREATED,0,0,0,3/24/2024
373,9,8,CREATED,0,0,0,2/26/2024
374,46,7,COMPLETED,0,0,0,5/22/2024
375,13,1,COMPLETED,0,0,0,7/23/2025
376,47,2,SHIPPING,0,0,0,4/26/2025
377,50,6,SHIPPING,0,0,0,6/29/2024
378,12,8,SHIPPING,0,0,0,4/3/2024
379,9,1,COMPLETED,0,0,0,1/9/2024
380,11,9,COMPLETED,0,0,0,3/7/2024
381,24,6,PACKING,0,0,0,1/25/2024
382,25,8,PAID,0,0,0,7/6/2024
383,26,9,SHIPPING,0,0,0,10/12/2024
384,19,9,PACKING,0,0,0,7/17/2024
385,19,9,SHIPPING,0,0,0,4/16/2025
386,6,5,PAID,0,0,0,2/15/2025
387,48,4,COMPLETED,0,0,0,7/8/2025
388,43,4,CREATED,0,0,0,6/7/2025
389,47,1,CREATED,0,0,0,10/4/2024
390,22,1,PAID,0,0,0,9/27/2024
391,10,4,COMPLETED,0,0,0,7/24/2025
392,43,8,PACKING,0,0,0,1/28/2025
393,14,5,SHIPPING,0,0,0,4/17/2024
394,19,10,SHIPPING,0,0,0,2/8/2025
395,24,9,SHIPPING,0,0,0,4/19/2025
396,46,4,PAID,0,0,0,9/4/2024
397,32,6,CREATED,0,0,0,3/13/2024
398,34,4,COMPLETED,0,0,0,11/16/2024
399,15,2,SHIPPING,0,0,0,5/17/2024
400,48,9,SHIPPING,0,0,0,1/28/2024
401,41,8,COMPLETED,0,0,0,1/22/2025
402,50,1,PACKING,0,0,0,2/27/2024
403,9,7,CREATED,0,0,0,10/24/2024
404,2,1,PACKING,0,0,0,12/19/2024
405,23,1,COMPLETED,0,0,0,1/18/2024
406,3,8,PAID,0,0,0,3/25/2025
407,23,2,COMPLETED,0,0,0,11/20/2024
408,2,9,PACKING,0,0,0,8/21/2025
409,9,8,PAID,0,0,0,1/11/2024
410,8,6,PACKING,0,0,0,6/29/2025
411,49,9,CREATED,0,0,0,11/19/2024
412,24,4,PACKING,0,0,0,2/5/2025
413,14,2,COMPLETED,0,0,0,2/22/2024
414,49,8,COMPLETED,0,0,0,8/20/2025
415,1,7,SHIPPING,0,0,0,4/2/2025
416,43,8,COMPLETED,0,0,0,4/9/2024
417,40,10,SHIPPING,0,0,0,3/9/2025
418,4,1,COMPLETED,0,0,0,2/19/2025
419,44,1,CREATED,0,0,0,5/6/2024
420,44,8,SHIPPING,0,0,0,8/2/2025
421,11,6,COMPLETED,0,0,0,1/18/2024
422,35,6,SHIPPING,0,0,0,1/12/2024
423,34,1,COMPLETED,0,0,0,7/24/2025
424,12,2,COMPLETED,0,0,0,2/22/2025
425,3,7,PAID,0,0,0,12/22/2024
426,11,4,SHIPPING,0,0,0,6/28/2024
427,28,1,SHIPPING,0,0,0,2/18/2025
428,6,7,PACKING,0,0,0,2/11/2024
429,27,3,SHIPPING,0,0,0,5/26/2024
430,4,4,COMPLETED,0,0,0,10/19/2024
431,32,7,PACKING,0,0,0,6/12/2025
432,12,4,COMPLETED,0,0,0,2/24/2025
433,4,7,SHIPPING,0,0,0,6/19/2024
434,2,3,CREATED,0,0,0,8/6/2025
435,14,1,CREATED,0,0,0,4/25/2025
436,18,6,CREATED,0,0,0,10/27/2024
437,9,8,CREATED,0,0,0,8/19/2025
438,39,7,PACKING,0,0,0,9/19/2024
439,5,3,PACKING,0,0,0,2/5/2024
440,7,6,PAID,0,0,0,2/4/2025
441,13,6,PAID,0,0,0,7/6/2025
442,10,2,COMPLETED,0,0,0,2/25/2025
443,6,5,PAID,0,0,0,5/29/2024
444,16,1,SHIPPING,0,0,0,11/27/2024
445,21,4,PACKING,0,0,0,6/23/2024
446,32,4,PAID,0,0,0,4/9/2025
447,27,6,COMPLETED,0,0,0,2/6/2025
448,8,4,COMPLETED,0,0,0,8/14/2025
449,44,5,COMPLETED,0,0,0,7/23/2025
450,3,4,CREATED,0,0,0,5/8/2024
451,33,1,SHIPPING,0,0,0,5/30/2025
452,47,4,PAID,0,0,0,3/21/2024
453,12,9,CREATED,0,0,0,2/6/2025
454,19,10,CREATED,0,0,0,9/23/2024
455,45,1,CREATED,0,0,0,2/5/2025
456,1,8,PACKING,0,0,0,5/15/2025
457,38,7,PAID,0,0,0,2/4/2024
458,48,6,PACKING,0,0,0,10/24/2024
459,10,1,PACKING,0,0,0,6/12/2024
460,27,2,CREATED,0,0,0,10/2/2024
461,21,5,PAID,0,0,0,2/1/2025
462,16,7,SHIPPING,0,0,0,10/7/2024
463,2,8,COMPLETED,0,0,0,5/7/2024
464,6,6,PACKING,0,0,0,9/18/2024
465,3,6,PACKING,0,0,0,1/10/2024
466,26,7,CREATED,0,0,0,5/2/2024
467,29,6,SHIPPING,0,0,0,4/19/2024
468,20,5,SHIPPING,0,0,0,4/24/2025
469,44,5,CREATED,0,0,0,6/3/2024
470,18,1,PACKING,0,0,0,4/22/2025
471,6,9,COMPLETED,0,0,0,9/3/2024
472,46,2,COMPLETED,0,0,0,8/31/2024
473,16,4,CREATED,0,0,0,2/12/2024
474,11,4,CREATED,0,0,0,8/18/2024
475,30,1,PAID,0,0,0,3/22/2024
476,18,1,COMPLETED,0,0,0,4/20/2024
477,18,1,CREATED,0,0,0,4/8/2024
478,47,5,PACKING,0,0,0,2/8/2024
479,8,7,CREATED,0,0,0,8/15/2025
480,18,7,COMPLETED,0,0,0,4/26/2024
481,23,4,PACKING,0,0,0,2/14/2024
482,1,5,PACKING,0,0,0,9/15/2024
483,8,10,SHIPPING,0,0,0,2/28/2025
484,30,7,SHIPPING,0,0,0,5/30/2024
485,29,8,SHIPPING,0,0,0,12/21/2024
486,36,9,PACKING,0,0,0,4/26/2024
487,44,8,PAID,0,0,0,2/21/2024
488,35,4,PACKING,0,0,0,2/2/2025
489,41,4,PAID,0,0,0,8/16/2024
490,6,2,SHIPPING,0,0,0,6/12/2024
491,29,3,COMPLETED,0,0,0,7/3/2025
492,42,3,SHIPPING,0,0,0,8/10/2025
493,35,4,COMPLETED,0,0,0,5/16/2025
494,35,6,CREATED,0,0,0,6/24/2024
495,20,8,CREATED,0,0,0,12/26/2024
496,14,1,SHIPPING,0,0,0,2/11/2025
497,38,2,PAID,0,0,0,6/8/2025
498,26,6,PACKING,0,0,0,8/1/2025
499,5,6,PAID,0,0,0,6/24/2024
500,44,8,COMPLETED,0,0,0,11/29/2024
501,12,10,COMPLETED,0,0,0,6/26/2025
502,30,3,CREATED,0,0,0,3/13/2024
503,13,8,PAID,0,0,0,2/20/2024
504,26,9,PAID,0,0,0,1/16/2024
505,33,7,CREATED,0,0,0,8/12/2025
506,41,4,SHIPPING,0,0,0,11/1/2024
507,43,3,COMPLETED,0,0,0,4/11/2024
508,24,6,CREATED,0,0,0,4/6/2025
509,26,10,PACKING,0,0,0,3/30/2024
510,44,3,SHIPPING,0,0,0,1/1/2024
511,41,7,CREATED,0,0,0,2/18/2024
512,25,6,PACKING,0,0,0,10/14/2024
513,32,5,CREATED,0,0,0,7/15/2025
514,29,7,SHIPPING,0,0,0,11/8/2024
515,1,10,SHIPPING,0,0,0,9/17/2024
516,23,7,PAID,0,0,0,4/14/2025
517,25,1,CREATED,0,0,0,1/27/2025
518,23,10,SHIPPING,0,0,0,4/30/2024
519,11,4,PAID,0,0,0,8/16/2024
520,44,2,PACKING,0,0,0,11/9/2024
521,32,9,PACKING,0,0,0,5/8/2024
522,10,1,PACKING,0,0,0,6/5/2025
523,40,5,PACKING,0,0,0,5/28/2025
524,7,8,PAID,0,0,0,1/25/2024
525,31,3,PAID,0,0,0,1/9/2025
526,4,4,COMPLETED,0,0,0,4/2/2025
527,19,1,CREATED,0,0,0,4/6/2024
528,13,1,PAID,0,0,0,3/17/2025
529,10,10,COMPLETED,0,0,0,6/8/2024
530,11,10,COMPLETED,0,0,0,10/8/2024
531,28,1,PAID,0,0,0,4/26/2024
532,2,10,PAID,0,0,0,1/17/2025
533,22,5,PACKING,0,0,0,9/15/2024
534,43,7,PAID,0,0,0,8/4/2024
535,7,7,CREATED,0,0,0,12/2/2024
536,10,2,PACKING,0,0,0,5/24/2024
537,37,6,PAID,0,0,0,7/25/2025
538,24,4,COMPLETED,0,0,0,8/16/2024
539,9,5,PAID,0,0,0,1/8/2024
540,24,10,CREATED,0,0,0,8/23/2024
541,19,7,SHIPPING,0,0,0,5/9/2025
542,43,10,PAID,0,0,0,1/2/2025
543,22,10,SHIPPING,0,0,0,5/10/2024
544,4,2,PAID,0,0,0,2/22/2025
545,15,4,CREATED,0,0,0,12/17/2024
546,21,6,SHIPPING,0,0,0,3/13/2025
547,44,6,SHIPPING,0,0,0,3/26/2025
548,22,10,PAID,0,0,0,4/24/2024
549,10,6,COMPLETED,0,0,0,9/13/2024
550,43,9,COMPLETED,0,0,0,2/24/2024
551,3,5,SHIPPING,0,0,0,6/24/2025
552,21,8,PAID,0,0,0,10/29/2024
553,44,9,COMPLETED,0,0,0,6/11/2025
554,17,2,COMPLETED,0,0,0,11/22/2024
555,14,7,CREATED,0,0,0,7/22/2024
556,43,7,PACKING,0,0,0,8/1/2024
557,36,6,COMPLETED,0,0,0,8/22/2024
558,12,1,CREATED,0,0,0,9/4/2024
559,29,9,CREATED,0,0,0,1/20/2025
560,43,6,PAID,0,0,0,12/21/2024
561,22,10,SHIPPING,0,0,0,9/19/2024
562,35,9,PAID,0,0,0,1/2/2024
563,45,8,PAID,0,0,0,5/18/2025
564,43,7,PAID,0,0,0,6/2/2025
565,29,2,COMPLETED,0,0,0,5/23/2024
