order_item_id,order_id,product_id,variant_id,variant_name,quantity,unit_price,total_price,created_at
121,893,124,183,S-White,1,164.88,164.88,1/17/2026
122,902,195,161,M-Black,2,8.72,17.44,1/17/2026
123,915,172,329,M-White,1,142.08,142.08,1/17/2026
124,1449,198,515,S-Blue,3,86.3,258.9,1/17/2026
125,262,170,294,M-Black,5,194.88,974.4,1/17/2026
126,1069,148,557,M-Black,5,214.74,1073.7,1/17/2026
127,233,61,54,XL-White,2,147.09,294.18,1/17/2026
128,471,146,464,XL-Blue,4,7.05,28.2,1/17/2026
129,1925,5,527,L-White,3,41.86,125.58,1/17/2026
130,1918,53,115,L-Black,3,226.48,679.44,1/17/2026
131,1311,127,155,XL-Blue,3,188.9,566.7,1/17/2026
132,236,54,430,S-White,3,210.25,630.75,1/17/2026
133,1874,4,19,M-White,1,104.09,104.09,1/17/2026
134,377,92,380,S-Red,5,189.1,945.5,1/17/2026
135,326,28,59,S-Red,3,8.03,24.09,1/17/2026
136,61,200,44,S-Blue,1,54.1,54.1,1/17/2026
137,63,164,268,S-Black,2,230.32,460.64,1/17/2026
138,1476,25,299,XL-Black,4,244.63,978.52,1/17/2026
139,1203,136,512,XL-White,3,181.18,543.54,1/17/2026
140,359,60,92,XL-Black,2,48.51,97.02,1/17/2026
141,1610,60,360,S-White,1,243.58,243.58,1/17/2026
142,738,38,379,XL-Blue,2,18.29,36.58,1/17/2026
143,776,165,199,M-Blue,4,10.35,41.4,1/17/2026
144,1259,186,459,XL-White,3,150.38,451.14,1/17/2026
145,478,82,81,L-Black,2,178.78,357.56,1/17/2026
146,181,142,98,L-White,2,176.81,353.62,1/17/2026
147,758,159,320,S-Black,5,208,1040,1/17/2026
148,1203,173,84,M-White,1,78.24,78.24,1/17/2026
149,1140,149,370,XL-Blue,2,94.05,188.1,1/17/2026
150,1658,28,291,L-Black,3,118.79,356.37,1/17/2026
151,1466,164,128,L-Black,2,104.71,209.42,1/17/2026
152,951,78,417,L-Red,2,105.27,210.54,1/17/2026
153,1711,143,140,L-Red,2,154.37,308.74,1/17/2026
154,149,155,82,L-White,4,223.97,895.88,1/17/2026
155,1169,38,391,S-Red,2,112.06,224.12,1/17/2026
156,525,89,250,M-Black,3,66.45,199.35,1/17/2026
157,1823,192,524,S-Blue,5,36.66,183.3,1/17/2026
158,241,127,491,L-Red,4,142.78,571.12,1/17/2026
159,931,139,112,M-Red,3,81.23,243.69,1/17/2026
160,1817,153,494,M-Black,4,196.25,785,1/17/2026
161,683,151,218,L-Blue,5,68.19,340.95,1/17/2026
162,666,31,154,M-Black,3,59.41,178.23,1/17/2026
163,93,127,201,M-Blue,5,115.79,578.95,1/17/2026
164,660,50,413,L-Red,3,92.52,277.56,1/17/2026
165,418,63,111,L-White,2,47.35,94.7,1/17/2026
166,1294,31,383,S-White,4,196.36,785.44,1/17/2026
167,89,45,333,M-Blue,5,132.85,664.25,1/17/2026
168,275,97,57,S-White,4,143.66,574.64,1/17/2026
169,1044,54,466,XL-Blue,4,35.22,140.88,1/17/2026
170,528,74,219,XL-Red,3,111.21,333.63,1/17/2026
171,244,149,160,L-White,3,102.98,308.94,1/17/2026
172,700,69,326,S-White,2,169.54,339.08,1/17/2026
173,1555,41,321,M-Black,2,32.57,65.14,1/17/2026
174,433,136,125,M-Red,4,133.92,535.68,1/17/2026
175,1049,84,431,XL-White,2,93.14,186.28,1/17/2026
176,1807,80,545,L-White,1,31.17,31.17,1/17/2026
177,791,188,398,S-Black,1,18.48,18.48,1/17/2026
178,709,181,143,M-Black,4,213.68,854.72,1/17/2026
179,1234,151,529,XL-Black,4,120.1,480.4,1/17/2026
180,1566,102,150,L-Blue,1,232.51,232.51,1/17/2026
181,1545,147,536,XL-Red,2,101.05,202.1,1/17/2026
182,969,131,205,XL-Black,4,91.2,364.8,1/17/2026
183,518,183,388,XL-Blue,3,56.49,169.47,1/17/2026
184,1083,52,571,L-Black,1,65.96,65.96,1/17/2026
185,50,172,537,S-Red,3,227.69,683.07,1/17/2026
186,806,38,391,S-Red,5,112.06,560.3,1/17/2026
187,1251,30,149,M-Red,2,21.72,43.44,1/17/2026
188,834,41,266,M-Blue,1,209.12,209.12,1/17/2026
189,828,186,117,M-Black,4,127.59,510.36,1/17/2026
190,168,27,55,L-Black,4,104.62,418.48,1/17/2026
191,456,28,578,L-White,1,142.5,142.5,1/17/2026
192,1252,140,346,S-White,4,227.91,911.64,1/17/2026
193,1461,69,352,XL-Black,3,35.94,107.82,1/17/2026
194,840,148,257,XL-Blue,2,136.26,272.52,1/17/2026
195,1400,101,141,XL-White,2,123.49,246.98,1/17/2026
196,1489,191,411,M-Red,5,179.94,899.7,1/17/2026
197,385,84,48,M-Red,2,110.16,220.32,1/17/2026
198,1162,34,582,XL-Blue,2,201.39,402.78,1/17/2026
199,1922,82,348,XL-Red,2,248.93,497.86,1/17/2026
200,862,139,112,M-Red,2,81.23,162.46,1/17/2026
201,681,61,54,XL-White,5,147.09,735.45,1/17/2026
202,716,129,550,S-Blue,3,32.45,97.35,1/17/2026
203,718,84,448,M-Red,2,69.31,138.62,1/17/2026
204,461,176,390,L-Blue,1,126.99,126.99,1/17/2026
205,731,27,480,XL-Black,2,188.06,376.12,1/17/2026
206,949,54,378,XL-Red,1,175.59,175.59,1/17/2026
207,774,121,528,S-Blue,4,21.45,85.8,1/17/2026
208,938,111,270,XL-Red,1,233.71,233.71,1/17/2026
209,540,59,479,XL-Red,2,113.19,226.38,1/17/2026
210,743,199,15,L-Black,5,112.55,562.75,1/17/2026
211,1757,20,434,L-Blue,2,216.37,432.74,1/17/2026
212,1648,60,360,S-White,4,243.58,974.32,1/17/2026
213,1065,151,340,L-White,4,151.05,604.2,1/17/2026
214,1652,129,12,XL-White,2,79.33,158.66,1/17/2026
215,462,199,247,S-Red,1,206.44,206.44,1/17/2026
216,459,163,280,M-Black,3,88.67,266.01,1/17/2026
217,1972,67,579,S-Black,2,193.72,387.44,1/17/2026
218,754,21,456,S-Black,3,132.24,396.72,1/17/2026
219,797,33,40,M-Black,2,80.06,160.12,1/17/2026
220,712,80,545,L-White,3,31.17,93.51,1/17/2026
221,838,157,566,S-Blue,5,81.49,407.45,1/17/2026
222,534,159,310,M-Blue,5,180.45,902.25,1/17/2026
223,110,130,470,L-White,1,74.22,74.22,1/17/2026
224,552,113,107,M-Blue,5,240.06,1200.3,1/17/2026
225,875,132,318,L-White,2,177.82,355.64,1/17/2026
226,1630,52,571,L-Black,5,65.96,329.8,1/17/2026
227,572,131,205,XL-Black,2,91.2,182.4,1/17/2026
228,804,144,95,L-White,4,16.81,67.24,1/17/2026
229,599,62,519,S-White,3,169.02,507.06,1/17/2026
230,846,102,498,XL-White,1,7.05,7.05,1/17/2026
231,987,101,230,S-Blue,2,30.93,61.86,1/17/2026
232,1990,136,125,M-Red,5,133.92,669.6,1/17/2026
233,1537,96,368,L-Blue,5,236.39,1181.95,1/17/2026
234,65,148,557,M-Black,1,214.74,214.74,1/17/2026
235,501,173,84,M-White,3,78.24,234.72,1/17/2026
236,395,92,454,M-Blue,1,245.66,245.66,1/17/2026
237,272,108,34,M-Red,4,31.65,126.6,1/17/2026
238,133,44,88,L-Blue,4,10.98,43.92,1/17/2026
239,1013,55,52,L-Red,2,152.05,304.1,1/17/2026
240,894,40,129,XL-Red,4,212.34,849.36,1/17/2026
241,24,127,491,L-Red,3,142.78,428.34,1/17/2026
242,1298,148,257,XL-Blue,5,136.26,681.3,1/17/2026
243,1829,98,122,M-Black,5,248.73,1243.65,1/17/2026
244,1145,176,94,XL-White,5,179.65,898.25,1/17/2026
245,478,173,375,L-Blue,1,153.81,153.81,1/17/2026
246,311,30,553,S-Black,5,141,705,1/17/2026
247,86,124,23,L-White,4,235.55,942.2,1/17/2026
248,1373,155,136,L-White,3,134.38,403.14,1/17/2026
249,1647,150,393,L-Red,5,110.24,551.2,1/17/2026
250,1595,157,75,S-White,5,58.94,294.7,1/17/2026
251,672,92,462,M-White,3,37.99,113.97,1/17/2026
252,1949,10,212,L-Blue,4,103.52,414.08,1/17/2026
253,780,89,496,L-Red,1,152.06,152.06,1/17/2026
254,1331,154,259,S-White,1,63.94,63.94,1/17/2026
255,1497,111,108,XL-Black,3,166.82,500.46,1/17/2026
256,1184,27,226,XL-Black,5,248.81,1244.05,1/17/2026
257,1992,183,388,XL-Blue,1,56.49,56.49,1/17/2026
258,1344,149,401,L-White,1,49.76,49.76,1/17/2026
259,129,129,93,XL-White,2,63.4,126.8,1/17/2026
260,916,54,430,S-White,5,210.25,1051.25,1/17/2026
261,1034,180,567,L-White,3,200.56,601.68,1/17/2026
262,1012,108,34,M-Red,2,31.65,63.3,1/17/2026
263,753,105,497,M-Red,5,227.24,1136.2,1/17/2026
264,239,31,154,M-Black,5,59.41,297.05,1/17/2026
265,1111,10,212,L-Blue,3,103.52,310.56,1/17/2026
266,1281,199,15,L-Black,4,112.55,450.2,1/17/2026
267,303,146,464,XL-Blue,2,7.05,14.1,1/17/2026
268,905,35,324,L-Black,4,180.84,723.36,1/17/2026
269,940,163,280,M-Black,5,88.67,443.35,1/17/2026
270,1939,92,380,S-Red,4,189.1,756.4,1/17/2026
271,45,56,590,L-Red,1,208.71,208.71,1/17/2026
272,457,184,221,XL-Black,5,20.79,103.95,1/17/2026
273,1377,13,253,L-Black,5,24.19,120.95,1/17/2026
274,1141,133,356,M-Black,4,113.34,453.36,1/17/2026
275,60,119,99,S-Black,1,224.67,224.67,1/17/2026
276,492,95,240,XL-White,3,87.91,263.73,1/17/2026
277,336,2,206,M-Red,5,175.52,877.6,1/17/2026
278,1045,16,563,L-Black,1,217.58,217.58,1/17/2026
279,616,164,166,M-Red,1,173.26,173.26,1/17/2026
280,1817,148,257,XL-Blue,5,136.26,681.3,1/17/2026
281,868,7,342,S-Black,3,145.58,436.74,1/17/2026
282,4,14,381,L-Blue,2,8.67,17.34,1/17/2026
283,1905,29,596,L-White,4,181.75,727,1/17/2026
284,781,42,135,S-Blue,2,160.81,321.62,1/17/2026
285,35,125,3,S-Blue,2,111.03,222.06,1/17/2026
286,1868,10,272,S-Black,3,208.78,626.34,1/17/2026
287,1350,1,224,S-Blue,4,154.91,619.64,1/17/2026
288,857,154,194,L-White,2,12.12,24.24,1/17/2026
289,1169,81,208,L-Blue,4,137.8,551.2,1/17/2026
290,351,185,389,L-Red,1,5.36,5.36,1/17/2026
291,1674,118,599,S-White,1,117.25,117.25,1/17/2026
292,118,193,213,S-Black,1,231.67,231.67,1/17/2026
293,1121,25,299,XL-Black,2,244.63,489.26,1/17/2026
294,738,105,403,S-Black,5,142.82,714.1,1/17/2026
295,1565,82,189,L-Red,5,145.41,727.05,1/17/2026
296,1829,39,173,S-White,2,214.37,428.74,1/17/2026
297,1024,94,525,S-Red,2,33.72,67.44,1/17/2026
298,375,71,91,XL-Blue,4,47.18,188.72,1/17/2026
299,717,42,295,M-Blue,3,148.41,445.23,1/17/2026
300,1173,92,454,M-Blue,2,245.66,491.32,1/17/2026
301,1334,53,45,XL-White,2,125.63,251.26,1/17/2026
302,491,123,223,S-Blue,3,164.17,492.51,1/17/2026
303,1467,155,441,L-White,3,145.91,437.73,1/17/2026
304,1727,195,241,M-Blue,3,136.02,408.06,1/17/2026
305,1651,105,502,M-Black,4,135.74,542.96,1/17/2026
306,1052,2,207,S-Red,4,130.56,522.24,1/17/2026
307,96,57,543,L-Black,3,20.48,61.44,1/17/2026
308,1106,179,239,L-Red,2,125.37,250.74,1/17/2026
309,253,2,159,XL-Red,4,222.76,891.04,1/17/2026
310,1560,15,558,S-Blue,1,154.68,154.68,1/17/2026
311,1050,167,427,L-Red,4,129.4,517.6,1/17/2026
312,939,38,391,S-Red,5,112.06,560.3,1/17/2026
313,121,53,97,L-Red,2,174.68,349.36,1/17/2026
314,1117,149,401,L-White,2,49.76,99.52,1/17/2026
315,1077,5,217,M-Red,4,95.1,380.4,1/17/2026
316,1748,198,523,L-Blue,5,195.84,979.2,1/17/2026
317,966,94,525,S-Red,5,33.72,168.6,1/17/2026
318,771,105,384,L-White,1,11.67,11.67,1/17/2026
319,1630,144,302,L-Blue,5,248.06,1240.3,1/17/2026
320,1753,118,377,XL-Red,3,61.88,185.64,1/17/2026
321,1360,25,181,XL-White,4,128.17,512.68,1/17/2026
322,1958,145,556,XL-Red,2,155.56,311.12,1/17/2026
323,1752,176,195,M-White,1,227.17,227.17,1/17/2026
324,522,140,233,M-Red,1,215.96,215.96,1/17/2026
325,1009,84,431,XL-White,2,93.14,186.28,1/17/2026
326,1918,93,263,S-Red,1,114.14,114.14,1/17/2026
327,823,164,404,S-White,3,58.5,175.5,1/17/2026
328,419,10,476,M-Blue,4,124.63,498.52,1/17/2026
329,1879,38,56,M-Red,3,33.1,99.3,1/17/2026
330,293,131,238,M-Blue,2,71.19,142.38,1/17/2026
331,1842,163,345,S-Blue,5,86.95,434.75,1/17/2026
332,1986,52,304,XL-Red,5,93.2,466,1/17/2026
333,872,29,596,L-White,4,181.75,727,1/17/2026
334,1505,58,309,M-Black,3,201.42,604.26,1/17/2026
335,466,41,321,M-Black,3,32.57,97.71,1/17/2026
336,1967,157,465,S-Blue,4,165.34,661.36,1/17/2026
337,1185,132,338,L-Blue,1,70.64,70.64,1/17/2026
338,1351,30,216,XL-Red,1,40.45,40.45,1/17/2026
339,721,143,140,L-Red,2,154.37,308.74,1/17/2026
340,1780,113,148,L-Red,5,189.09,945.45,1/17/2026
341,514,44,458,XL-Blue,4,8.24,32.96,1/17/2026
342,647,128,13,XL-Black,4,122.66,490.64,1/17/2026
343,142,118,147,M-White,3,195.72,587.16,1/17/2026
344,431,10,212,L-Blue,4,103.52,414.08,1/17/2026
345,1046,192,410,S-Black,5,238.4,1192,1/17/2026
346,1388,157,566,S-Blue,1,81.49,81.49,1/17/2026
347,231,27,480,XL-Black,2,188.06,376.12,1/17/2026
348,1880,157,142,L-White,4,68.4,273.6,1/17/2026
349,1580,53,115,L-Black,4,226.48,905.92,1/17/2026
350,1487,129,530,S-White,5,136.98,684.9,1/17/2026
351,1581,37,251,S-Red,4,23.96,95.84,1/17/2026
352,168,195,495,S-Red,5,107.84,539.2,1/17/2026
353,1857,164,166,M-Red,1,173.26,173.26,1/17/2026
354,1942,93,362,XL-Red,1,232.13,232.13,1/17/2026
355,280,67,579,S-Black,4,193.72,774.88,1/17/2026
356,414,136,512,XL-White,4,181.18,724.72,1/17/2026
357,126,154,194,L-White,5,12.12,60.6,1/17/2026
358,981,67,349,L-Black,2,179.18,358.36,1/17/2026
359,1123,4,288,XL-Blue,2,31.7,63.4,1/17/2026
360,1522,145,510,M-White,5,93.33,466.65,1/17/2026
361,1875,152,541,M-Red,4,129.94,519.76,1/17/2026
362,394,176,50,XL-White,2,21,42,1/17/2026
363,858,76,11,S-Red,3,224.42,673.26,1/17/2026
364,1327,149,74,L-White,2,86.91,173.82,1/17/2026
365,593,139,25,L-Blue,4,151.96,607.84,1/17/2026
366,585,198,523,L-Blue,2,195.84,391.68,1/17/2026
367,1883,157,142,L-White,2,68.4,136.8,1/17/2026
368,479,22,306,L-Red,5,232.45,1162.25,1/17/2026
369,1276,102,316,L-White,4,60.15,240.6,1/17/2026
370,399,5,217,M-Red,5,95.1,475.5,1/17/2026
371,1241,61,54,XL-White,2,147.09,294.18,1/17/2026
372,1988,108,386,XL-Black,3,235.37,706.11,1/17/2026
373,1575,142,365,S-Black,4,61.37,245.48,1/17/2026
374,181,100,46,L-Blue,4,9.21,36.84,1/17/2026
375,316,171,162,S-Blue,4,67.27,269.08,1/17/2026
376,371,32,361,L-Blue,3,53.09,159.27,1/17/2026
377,945,145,42,L-White,4,7.08,28.32,1/17/2026
378,712,142,365,S-Black,3,61.37,184.11,1/17/2026
379,446,121,528,S-Blue,5,21.45,107.25,1/17/2026
380,495,148,557,M-Black,2,214.74,429.48,1/17/2026
381,1941,40,425,L-Black,1,172.85,172.85,1/17/2026
382,1938,145,246,M-Red,3,108.45,325.35,1/17/2026
383,1845,66,307,L-Red,5,99.14,495.7,1/17/2026
384,1289,47,475,XL-Blue,3,132.88,398.64,1/17/2026
385,1008,92,454,M-Blue,1,245.66,245.66,1/17/2026
386,55,82,500,XL-White,2,179.13,358.26,1/17/2026
387,384,51,436,XL-Black,4,72.85,291.4,1/17/2026
388,1412,64,293,XL-White,5,167.26,836.3,1/17/2026
389,1790,60,387,S-White,2,159.29,318.58,1/17/2026
390,499,171,409,M-Black,1,19.08,19.08,1/17/2026
391,743,89,496,L-Red,3,152.06,456.18,1/17/2026
392,162,21,456,S-Black,3,132.24,396.72,1/17/2026
393,1931,4,60,S-Blue,5,33.2,166,1/17/2026
394,279,32,323,M-Blue,2,166.91,333.82,1/17/2026
395,968,27,55,L-Black,3,104.62,313.86,1/17/2026
396,1884,22,248,M-Red,5,171.77,858.85,1/17/2026
397,30,200,44,S-Blue,1,54.1,54.1,1/17/2026
398,1676,45,489,S-Blue,4,49.03,196.12,1/17/2026
399,498,59,479,XL-Red,4,113.19,452.76,1/17/2026
400,213,62,416,S-Blue,2,221.94,443.88,1/17/2026
401,624,88,249,L-Blue,3,10.67,32.01,1/17/2026
402,217,70,236,M-Blue,1,41.34,41.34,1/17/2026
403,1888,65,211,S-Blue,4,185.35,741.4,1/17/2026
404,1545,64,293,XL-White,4,167.26,669.04,1/17/2026
405,225,4,288,XL-Blue,3,31.7,95.1,1/17/2026
406,576,8,478,S-Black,2,243.97,487.94,1/17/2026
407,1704,41,321,M-Black,3,32.57,97.71,1/17/2026
408,73,30,553,S-Black,3,141,423,1/17/2026
409,523,67,305,L-White,2,196.24,392.48,1/17/2026
410,1482,10,476,M-Blue,5,124.63,623.15,1/17/2026
411,1545,127,544,S-Red,2,68.5,137,1/17/2026
412,1914,197,4,S-Blue,3,70.25,210.75,1/17/2026
413,133,190,468,L-White,1,140.82,140.82,1/17/2026
414,517,196,437,M-White,3,194.26,582.78,1/17/2026
415,1419,200,44,S-Blue,2,54.1,108.2,1/17/2026
416,768,166,517,L-Blue,3,105.79,317.37,1/17/2026
417,1857,69,352,XL-Black,4,35.94,143.76,1/17/2026
418,959,135,184,S-Red,1,187.08,187.08,1/17/2026
419,1232,118,335,S-White,2,223.36,446.72,1/17/2026
420,334,113,235,L-Black,4,61,244,1/17/2026
421,816,196,437,M-White,5,194.26,971.3,1/17/2026
422,1847,65,113,XL-White,3,138.62,415.86,1/17/2026
423,941,176,94,XL-White,5,179.65,898.25,1/17/2026
424,1932,50,167,XL-Blue,5,85.8,429,1/17/2026
425,1310,23,446,XL-Red,4,106.81,427.24,1/17/2026
426,64,160,144,XL-Red,1,232.36,232.36,1/17/2026
427,982,148,572,S-White,5,126.63,633.15,1/17/2026
428,1103,22,585,L-Black,5,90.17,450.85,1/17/2026
429,92,155,136,L-White,2,134.38,268.76,1/17/2026
430,848,83,551,XL-Black,3,154.7,464.1,1/17/2026
431,527,18,586,S-Black,4,148.25,593,1/17/2026
432,1131,154,584,S-White,3,169.83,509.49,1/17/2026
433,749,7,342,S-Black,5,145.58,727.9,1/17/2026
434,369,105,581,XL-Black,1,122.34,122.34,1/17/2026
435,1018,42,438,XL-Red,2,50.07,100.14,1/17/2026
436,1487,14,381,L-Blue,3,8.67,26.01,1/17/2026
437,1264,88,249,L-Blue,1,10.67,10.67,1/17/2026
438,1052,41,266,M-Blue,3,209.12,627.36,1/17/2026
439,980,131,35,M-Blue,3,205.17,615.51,1/17/2026
440,1735,153,494,M-Black,2,196.25,392.5,1/17/2026
441,1087,144,95,L-White,5,16.81,84.05,1/17/2026
442,103,194,561,XL-Blue,2,91.92,183.84,1/17/2026
443,1071,18,586,S-Black,5,148.25,741.25,1/17/2026
444,136,82,348,XL-Red,3,248.93,746.79,1/17/2026
445,463,118,569,S-White,5,61.74,308.7,1/17/2026
446,1395,12,174,S-Black,2,228.53,457.06,1/17/2026
447,1967,144,444,L-White,5,124.61,623.05,1/17/2026
448,1241,163,322,M-White,2,128.54,257.08,1/17/2026
449,1812,90,477,M-Red,2,49.2,98.4,1/17/2026
450,104,35,1,S-Red,2,33.89,67.78,1/17/2026
451,793,158,18,XL-White,1,46.31,46.31,1/17/2026
452,385,6,371,S-Blue,4,207.69,830.76,1/17/2026
453,1675,164,166,M-Red,1,173.26,173.26,1/17/2026
454,504,196,437,M-White,1,194.26,194.26,1/17/2026
